order,q0,q1,p0,p1
0.0,-0.0009435278612940001,-0.0006774828157917999,-0.0042693094919752,0.000566101213519
1.0,-0.0009455365129730001,-0.000671909171498,-0.0042690664798946,0.000564341144182
2.0,-0.0009475663061240001,-0.0006663255203629003,-0.004268822364267099,0.0005625796721669999
3.0,-0.0009496172960210001,-0.0006607319716682998,-0.0042685769444186904,0.000560816814916
4.0,-0.0009516895373609998,-0.0006551286348150002,-0.00426833001886352,0.000559052589484
5.0,-0.0009537830840920001,-0.0006495156192944999,-0.004268081385312849,0.0005572870125429999
6.0,-0.0009558979894929998,-0.0006438930346926997,-0.0042678308407598,0.0005555201003789998
7.0,-0.0009580343060059998,-0.0006382609906435,-0.0042675781815183595,0.000553751868877
8.0,-0.0009601920853470003,-0.0006326195968549,-0.00426732320313637,0.000551982333533
9.0,-0.000962371378347,-0.0006269689630534,-0.004267065700558641,0.0005502115094410001
10.0,-0.000964572234917,-0.0006213091989943001,-0.004266805468103136,0.0005484394112870002
11.0,-0.0009667947040989996,-0.000615640414441,-0.00426654229948625,0.000546666053353
12.0,-0.0009690388339400003,-0.0006099627191284002,-0.00426627598781112,0.0005448914495159999
13.0,-0.0009713046714720002,-0.0006042762228042001,-0.00426600632570606,0.000543115613234
14.0,-0.0009735922627049996,-0.0005985810351367002,-0.0042657331052660995,0.000541338557559
15.0,-0.0009759016525530001,-0.0005928772657609999,-0.00426545611810152,0.000539560295122
16.0,-0.0009782328848219998,-0.0005871650242376004,-0.00426517515540654,0.0005377808381510001
17.0,-0.000980586002103,-0.0005814444200472001,-0.00426489000790502,0.0005360001984419998
18.0,-0.0009829610458629999,-0.0005757155625698999,-0.0042646004660173,0.0005342183873850001
19.0,-0.0009853580562619996,-0.0005699785610766999,-0.0042643063197471,0.0005324354159530001
20.0,-0.0009877770722309998,-0.0005642335247173001,-0.0042640073588183,0.000530651294696
21.0,-0.0009902181313620002,-0.0005584805624967999,-0.004263703372625401,0.000528866033754
22.0,-0.0009926812698919998,-0.0005527197832754999,-0.0042633941503641,0.000527079642851
23.0,-0.0009951665226639998,-0.0005469512957406001,-0.0042630794810097,0.000525292131298
24.0,-0.000997673923135,-0.0005411752084124,-0.0042627591532364995,0.0005235035079940002
25.0,-0.0010002035032530003,-0.0005353916296139002,-0.004262432955739,0.000521713781426
26.0,-0.001002755293496,-0.0005296006674656,-0.004262100676926001,0.0005199229596749998
27.0,-0.0010053293227749998,-0.0005238024298751,-0.0042617621052314,0.0005181310504200001
28.0,-0.0010079256184739999,-0.0005179970245241,-0.0042614170289618,0.000516338060931
29.0,-0.0010105442063250002,-0.0005121845588495003,-0.0042610652364415995,0.0005145439980900001
30.0,-0.0010131851104729999,-0.0005063651400403002,-0.0042607065160021,0.0005127488683709999
31.0,-0.0010158483533500003,-0.0005005388750254998,-0.004260340655978899,0.000510952677872
32.0,-0.001018533955689,-0.0004947058704547,-0.004259967444820101,0.0005091554322920001
33.0,-0.0010212419364910004,-0.0004888662326910998,-0.004259586671118499,0.0005073571369560001
34.0,-0.0010239723129979999,-0.0004830200678082,-0.0042591981235242,0.000505557796805
35.0,-0.0010267251006079998,-0.0004771674815720999,-0.0042588015909447,0.0005037574164240001
36.0,-0.0010295003129230003,-0.0004713085794229999,-0.0042583968624859995,0.0005019560000070001
37.0,-0.0010322979616669999,-0.0004654434664829,-0.0042579837274536,0.000500153551412
38.0,-0.0010351180566569996,-0.0004595722475277,-0.0042575619755065,0.000498350074135
39.0,-0.001037960605787,-0.0004536950269915001,-0.0042571313965736,0.0004965455713199999
40.0,-0.0010408256150040002,-0.00044781190894500005,-0.0042566917809568,0.0004947400457770002
41.0,-0.0010437130882450002,-0.0004419229970972001,-0.0042562429193434,0.0004929334999820001
42.0,-0.001046623027484,-0.00043602839477079985,-0.0042557846028062,0.0004911259360879999
43.0,-0.0010495554326139995,-0.0004301282049158998,-0.0042553166229404,0.000489317355923
44.0,-0.001052510301442,-0.0004242225300812999,-0.0042548387717544,0.00048750776101899997
45.0,-0.001055487629743,-0.0004183114724061001,-0.004254350841823,0.0004856971525929999
46.0,-0.0010584874111239997,-0.00041239513362679986,-0.0042538526262972005,0.0004838855315809999
47.0,-0.0010615096370690002,-0.0004064736150539001,-0.004253343918869499,0.0004820728986299999
48.0,-0.001064554296881,-0.00040054701757700014,-0.004252824513893,0.000480259254116
49.0,-0.001067621377691,-0.0003946154416388,-0.0042522942063806,0.00047844459814800006
50.0,-0.0010707108643810003,-0.00038867898724230006,-0.004251752792007,0.00047662893058500016
51.0,-0.0010738227396490004,-0.00038273775394680003,-0.0042512000672406,0.00047481225104100013
52.0,-0.001076956983882,-0.00037679184083959984,-0.0042506358292678,0.000472994558891
53.0,-0.0010801135752209997,-0.00037084134655049995,-0.004250059876072699,0.00047117585329300006
54.0,-0.001083292489476,-0.00036488636923760005,-0.0042494720064589,0.0004693561331910001
55.0,-0.001086493700181,-0.00035892700657610006,-0.0042488720201586,0.0004675353973240001
56.0,-0.001089717178508,-0.00035296335575600015,-0.0042482597177186995,0.00046571364424700023
57.0,-0.0010929628932879998,-0.00034699551348069997,-0.0042476349006922,0.0004638908723350002
58.0,-0.0010962308109389999,-0.00034102357594590005,-0.004246997371549301,0.0004620670797940001
59.0,-0.001099520895547,-0.00033504763885209985,-0.004246346933786,0.0004602422646770001
60.0,-0.001102833108766,-0.0003290677973881999,-0.0042456833919331,0.00045841642489800015
61.0,-0.001106167409836,-0.0003230841462255001,-0.004245006551561299,0.0004565895582359997
62.0,-0.0011095237555390001,-0.0003170967795219999,-0.0042443162193520996,0.00045476166235600005
63.0,-0.0011129021002720002,-0.00031110579090609994,-0.004243612203130799,0.00045293273482099986
64.0,-0.0011163023959150002,-0.0003051112734744001,-0.004242894311899699,0.00045110277309700015
65.0,-0.001119724591919,-0.00029911331979340003,-0.0042421623558223,0.00044927177458
66.0,-0.0011231686352099997,-0.00029311202189439997,-0.0042414161462896,0.00044743973659299997
67.0,-0.0011266344702829999,-0.00028710747125490016,-0.0042406554960066995,0.000445606656416
68.0,-0.001130122039079,-0.0002810997588144,-0.0042398802189184,0.00044377253128499993
69.0,-0.001133631281055,-0.00027508897496,-0.0042390901303005,0.0004419373584180002
70.0,-0.0011371621331800002,-0.00026907520952329983,-0.0042382850468243,0.00044010113502599996
71.0,-0.001140714529831,-0.00026305855177759994,-0.0042374647864986004,0.0004382638583189999
72.0,-0.0011442884029230003,-0.0002570390904366001,-0.0042366291687797,0.000436425525524
73.0,-0.0011478836818019998,-0.00025101691364890004,-0.0042357780145741,0.0004345861339140001
74.0,-0.0011515002932980002,-0.00024499210899809996,-0.0042349111462537,0.0004327456807989999
75.0,-0.0011551381616899995,-0.00023896476349609996,-0.0042340283876944,0.00043090416355900013
76.0,-0.0011587972087079997,-0.00023293496358280002,-0.0042331295643273995,0.0004290615796489999
77.0,-0.001162477353543,-0.00022690279512719978,-0.004232214503152,0.00042721792661500003
78.0,-0.0011661785128400002,-0.0002208683434156999,-0.004231283032767501,0.00042537320211600004
79.0,-0.0011699006006940002,-0.0002148316931570999,-0.004230334983399401,0.0004235274039320001
80.0,-0.001173643528658,-0.0002087929284848,-0.0042293701868902,0.000421680529977
81.0,-0.0011774072057450001,-0.00020275213294950007,-0.0042283884768204005,0.0004198325783220001
82.0,-0.0011811915384210001,-0.00019670938951169985,-0.004227389688484599,0.0004179835472100002
83.0,-0.001184996430605,-0.00019066478055579996,-0.004226373658860499,0.0004161334350620001
84.0,-0.0011888217837030001,-0.00018461838787410005,-0.004225340226757799,0.0004142822404980002
85.0,-0.001192667496562,-0.00017857029267440003,-0.0042242892327312,0.00041242996235900007
86.0,-0.0011965334655399998,-0.00017252057557469983,-0.0042232205191936,0.00041057659970899997
87.0,-0.0012004195844520001,-0.0001664693166172999,-0.0042221339304047995,0.0004087221518599998
88.0,-0.001204325744591,-0.00016041659523420007,-0.0042210293124589,0.000406866618388
89.0,-0.0012082518347889997,-0.00015436249028669995,-0.0042199065133917,0.0004050099991419999
90.0,-0.0012121977413460001,-0.00014830708003630002,-0.0042187653831593005,0.00040315229426400015
91.0,-0.0012161633481000001,-0.0001422504421660001,-0.0042176057736406005,0.000401293504203
92.0,-0.0012201485363929998,-0.0001361926537569999,-0.0042164275387398,0.00039943362972999984
93.0,-0.0012241531851369999,-0.00013013379131260008,-0.0042152305343005,0.000397572671957
94.0,-0.0012281771707680002,-0.0001240739307431,-0.004214014618246701,0.00039571063234700003
95.0,-0.001232220367285,-0.00011801314737310006,-0.0042127796505318,0.000393847512731
96.0,-0.0012362826462819997,-0.00011195151594050028,-0.0042115254931432,0.00039198331532500004
97.0,-0.0012403638769289999,-0.00010588911059299985,-0.004210252010193901,0.00039011804274799997
98.0,-0.001244463925994,-9.98260049021999e-05,-0.0042089590679473005,0.00038825169802700007
99.0,-0.0012485826578650001,-9.376227184619998e-05,-0.0042076465347282,0.00038638428462600005
100.0,-0.0012527199346110001,-8.769798382789983e-05,-0.004206314281069899,0.00038451580644500007
101.0,-0.0012568756158950003,-8.163321266729997e-05,-0.0042049621796924,0.0003826462678479999
102.0,-0.00126104955909,-7.556802960080001e-05,-0.004203590105497999,0.0003807756736749999
103.0,-0.001265241619245,-6.950250529359986e-05,-0.0042021979356254,0.0003789040292499999
104.0,-0.001269451649137,-6.343670983100002e-05,-0.004200785549410099,0.00037703134040399997
105.0,-0.0012736794992439999,-5.737071272620018e-05,-0.0041993528285074,0.00037515761348600005
106.0,-0.001277925017827,-5.130458291730004e-05,-0.0041978996568629995,0.0003732828553759999
107.0,-0.00128218805091,-4.523838877360008e-05,-0.0041964259206128994,0.0003714070734989999
108.0,-0.0012864684423109997,-3.917219810009986e-05,-0.0041949315083458,0.00036953027584200003
