time,rho00re,rho00im,rho01re,rho01im,rho02re,rho02im,rho03re,rho03im,rho10re,rho10im,rho11re,rho11im,rho12re,rho12im,rho13re,rho13im,rho20re,rho20im,rho21re,rho21im,rho22re,rho22im,rho23re,rho23im,rho30re,rho30im,rho31re,rho31im,rho32re,rho32im,rho33re,rho33im,totalpop
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0010000000000000005,0.9994643078066,0.0,-0.01277472423183,-0.01595047916366,0.0045017085676195,0.00953917820978,0.0,0.0,-0.01277472423183,0.01595047916366,0.00042258491372550004,0.0,-0.00021245808104994996,-5.0943960768639997e-05,0.0,0.0,0.0045017085676195,-0.00953917820978,-0.00021245808104994996,5.0943960768639997e-05,0.00011310669118405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99999999941145
0.002000000000000001,0.9986039372771998,0.0,-0.030142228649404988,-0.007399395531245001,0.01449485159138,0.011968626116675,0.0,0.0,-0.030142228649404988,0.007399395531245001,0.0010173158171084998,0.0,-0.00055464130306875,-0.00027429659225910004,0.0,0.0,0.01449485159138,-0.011968626116675,-0.00055464130306875,0.00027429659225910004,0.00037874573145174997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999988259003
0.003000000000000001,0.9984739149085,0.0,-0.025935286764155,0.009489472551839498,0.022052910199860002,0.005921567222482001,0.0,0.0,-0.025935286764155,-0.009489472551839498,0.0009055042268573,0.0,-0.0005827616131789,-0.0004561209449337,0.0,0.0,0.022052910199860002,-0.005921567222482001,-0.0005827616131789,0.0004561209449337,0.000620579110798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999982460499
0.004000000000000002,0.99892943305925,0.0,-0.01104977826283,0.008879021760018499,0.021650392086605002,-0.0027072785747955,0.0,0.0,-0.01104977826283,-0.008879021760018499,0.00038010037724915,0.0,-0.00030764725157084996,-0.00034501102696509996,0.0,0.0,0.021650392086605002,0.0027072785747955,-0.00030764725157084996,0.00034501102696509996,0.0006904642375064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999976740501
0.005000000000000001,0.9991673615024499,0.0,-0.0091790619676415,-0.0032641745219145002,0.015460556173434998,-0.006466273748840501,0.0,0.0,-0.0091790619676415,0.0032641745219145002,0.0002367073450873,0.0,-6.297252704141998e-05,-7.973082521971e-05,0.0,0.0,0.015460556173434998,0.006466273748840501,-6.297252704141998e-05,7.973082521971e-05,0.0005959282641814001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99999999711165
0.006000000000000002,0.9990175971340498,0.0,-0.018377641051344998,-0.006593711942879501,0.010354935602155002,-0.003906663589826,0.0,0.0,-0.018377641051344998,0.006593711942879501,0.0005085300332936999,0.0,-6.576986551351501e-06,4.8854651668689995e-05,0.0,0.0,0.010354935602155002,0.003906663589826,-6.576986551351501e-06,-4.8854651668689995e-05,0.00047386939240959996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999965597501
0.007000000000000004,0.9988907556280499,0.0,-0.022249567294520003,-0.00018911651321424798,0.0100334588129475,0.00031913744261400994,0.0,0.0,-0.022249567294520003,0.00018911651321424798,0.0006761143280253001,0.0,-3.7821304049459996e-05,1.920200262067e-05,0.0,0.0,0.0100334588129475,-0.00031913744261400994,-3.7821304049459996e-05,-1.920200262067e-05,0.0004331260621579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99999999601845
0.008000000000000004,0.9989597396802001,0.0,-0.018173170747500002,0.0035035679764295,0.012436518640979999,0.0020092906266525002,0.0,0.0,-0.018173170747500002,-0.0035035679764295,0.0005763721933996,0.0,-6.263724628006e-05,1.0343115048789003e-05,0.0,0.0,0.012436518640979999,-0.0020092906266525002,-6.263724628006e-05,-1.0343115048789003e-05,0.0004638836133776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999954869502
0.009000000000000001,0.99903784190655,0.0,-0.015038685976570002,0.0011244161721459,0.014136148126675002,0.0012642449001430002,0.0,0.0,-0.015038685976570002,-0.0011244161721459,0.00046404021758374994,0.0,-0.00010117879802933498,9.079623005633497e-05,0.0,0.0,0.014136148126675002,-0.0012642449001430002,-0.00010117879802933498,-9.079623005633497e-05,0.0004981128404624498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999949646
0.010000000000000002,0.9990071525881001,0.0,-0.016239482742484997,-0.0013588392885075,0.014263396957844999,0.00024657393426765503,0.0,0.0,-0.016239482742484997,0.0013588392885075,0.0004914271596790001,0.0,-0.00018153026207125001,0.0001745616926588,0.0,0.0,0.014263396957844999,-0.00024657393426765503,-0.00018153026207125001,-0.0001745616926588,0.00050141470201765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99999999444975
0.011000000000000003,0.9989461509449502,0.0,-0.018042498324054995,-0.0009455348300188499,0.013871518738380004,-2.0637739061099503e-05,0.0,0.0,-0.018042498324054995,0.0009455348300188499,0.0005679362749464001,0.0,-0.00027704211685910006,0.00018866857835695,0.0,0.0,0.013871518738380004,2.0637739061099503e-05,-0.00027704211685910006,-0.00018866857835695,0.00048590672100190004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99999999394085
0.012000000000000004,0.9989314210602499,0.0,-0.01805373744646,0.00021254027139911997,0.013736717015035,9.843247707826499e-05,0.0,0.0,-0.01805373744646,-0.00021254027139911997,0.0005970551538782001,0.0,-0.0003506413966028,0.00014514145437220002,0.0,0.0,0.013736717015035,-9.843247707826499e-05,-0.0003506413966028,-0.00014514145437220002,0.00047151722234989996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999934364501
0.013000000000000006,0.9989451160363501,0.0,-0.0173961970644,0.00036616543471120004,0.013802758110344999,0.000146504336306935,0.0,0.0,-0.0173961970644,-0.00036616543471120004,0.0005905590596419999,0.0,-0.00039160255278830006,8.226807336702501e-05,0.0,0.0,0.013802758110344999,-0.000146504336306935,-0.00039160255278830006,-8.226807336702501e-05,0.00046431783894609993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99999999293475
0.014000000000000007,0.9989511748939501,0.0,-0.017241535490394998,3.148466740982e-05,0.01384209920999,9.6569565487853e-05,0.0,0.0,-0.017241535490394998,-3.148466740982e-05,0.0005862131317964501,0.0,-0.00040355319676775,1.7896681723525e-05,0.0,0.0,0.01384209920999,-9.6569565487853e-05,-0.00040355319676775,-1.7896681723525e-05,0.0004626044092765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999924351501
0.015000000000000008,0.9989475134532502,0.0,-0.01738798257321,-7.48534745224685e-05,0.013827764299555003,5.375838314716399e-05,0.0,0.0,-0.01738798257321,7.48534745224685e-05,0.00058717077419195,0.0,-0.00038924918672299995,-4.1529489823715e-05,0.0,0.0,0.013827764299555003,-5.375838314716399e-05,-0.00038924918672299995,4.1529489823715e-05,0.0004653077088085998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999919362501
0.016000000000000007,0.9989443643570999,0.0,-0.017438697761765,-2.1844363803197e-05,0.013808017413344998,3.2917221642977e-05,0.0,0.0,-0.017438697761765,2.1844363803197e-05,0.0005835397237770999,0.0,-0.0003529798881690001,-8.691691483631999e-05,0.0,0.0,0.013808017413344998,-3.2917221642977e-05,-0.0003529798881690001,8.691691483631999e-05,0.0004720873568695501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999914377499
0.017000000000000008,0.9989433616306,0.0,-0.017422088838754998,-9.295958292673997e-06,0.013785820684909997,1.4674780748248501e-05,0.0,0.0,-0.017422088838754998,9.295958292673997e-06,0.0005750856293364999,0.0,-0.00030416849250794996,-0.00011032952793720001,0.0,0.0,0.013785820684909997,-1.4674780748248501e-05,-0.00030416849250794996,0.00011032952793720001,0.0004815436795876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999909395001
0.018000000000000002,0.9989425085619,0.0,-0.01742833065516,-1.713243453426745e-05,0.013750522429385004,9.530161399115005e-06,0.0,0.0,-0.01742833065516,1.713243453426745e-05,0.0005657495012548501,0.0,-0.0002542291072069,-0.0001104057698737,0.0,0.0,0.013750522429385004,-9.530161399115005e-06,-0.0002542291072069,0.0001104057698737,0.00049173237847585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999904416501
0.019000000000000003,0.99894139846825,0.0,-0.017438659505604998,-1.2058760590264999e-05,0.01371758630122,3.6451364038311486e-05,0.0,0.0,-0.017438659505604998,1.2058760590264999e-05,0.0005573471358223,0.0,-0.00021302655277974998,-9.1113242147235e-05,0.0,0.0,0.01371758630122,-3.6451364038311486e-05,-0.00021302655277974998,9.1113242147235e-05,0.0005012443405565001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999899445997
0.020000000000000004,0.9989395838084999,0.0,-0.01744550725502,-9.096996046162249e-06,0.01371757596998,8.97933739517215e-05,0.0,0.0,-0.01744550725502,9.096996046162249e-06,0.0005510620741639001,0.0,-0.00018744003204184998,-5.9186985911855e-05,0.0,0.0,0.01371757596998,-8.97933739517215e-05,-0.00018744003204184998,5.9186985911855e-05,0.0005093435664053001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999894491498
0.021000000000000005,0.9989367384951,0.0,-0.017453458650845,-5.213564329118498e-06,0.013763356828255,0.000135342445162965,0.0,0.0,-0.017453458650845,5.213564329118498e-06,0.0005477568009627,0.0,-0.00018013629620614995,-2.2496881855375e-05,0.0,0.0,0.013763356828255,-0.000135342445162965,-0.00018013629620614995,2.2496881855375e-05,0.0005154936596540002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999889557
0.022000000000000006,0.99893337818825,0.0,-0.01745248452743,-9.946697567376501e-06,0.01382783368839,0.00014133306308652,0.0,0.0,-0.01745248452743,9.946697567376501e-06,0.00054756631281,0.0,-0.0001892512035516,1.1507642062347e-05,0.0,0.0,0.01382783368839,-0.00014133306308652,-0.0001892512035516,-1.1507642062347e-05,0.0005190439638781501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999884649501
0.023000000000000007,0.9989294683477,0.0,-0.017465654159825005,-4.0507099013969004e-05,0.013867596412155,0.00011838386372119855,0.0,0.0,-0.017465654159825005,4.0507099013969004e-05,0.0005508438350263,0.0,-0.00020991222530185,3.66944073064e-05,0.0,0.0,0.013867596412155,-0.00011838386372119855,-0.00020991222530185,-3.66944073064e-05,0.0005196757948302999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999879775
