order,q0,q1,p0,p1
0.0,0.0,0.0,1.4142135623699998,0.0
1.0,-0.00036959413205249996,-0.001414212646374,1.414210814429,-6.748505774325003e-12
2.0,-0.000739143290035,-0.002828419796009,1.414202570532,-5.5273337938977013e-11
3.0,-0.001108642045245,-0.004242615949793,1.4141888315100002,-1.9085257085426004e-10
4.0,-0.001478085004363,-0.005656795605033,1.4141695994920003,-4.625037526341901e-10
5.0,-0.0018474668135379999,-0.007070953254402999,1.4141448778709997,-9.228862877132297e-10
6.0,-0.002216782162382,-0.008485083384883001,1.4141146713150001,-1.62819418880339e-09
7.0,-0.0025860257879600002,-0.009899180476735998,1.4140789857670002,-2.6380393449987993e-09
8.0,-0.002955192478684,-0.011313239002450001,1.4140378284300001,-4.0153254671368995e-09
9.0,-0.0033242770781689995,-0.012727253425739998,1.41399120777,-5.826112886244001e-09
10.0,-0.003693274489029,-0.014141218200549999,1.4139391335140001,-8.139474394164001e-09
11.0,-0.004062179676585,-0.015555127770120001,1.4138816166330002,-1.1027342330138e-08
12.0,-0.004430987672521001,-0.01696897656588,1.4138186693440002,-1.4564347129873999e-08
13.0,-0.004799693578464,-0.01838275900677,1.413750305087,-1.8827647567428e-08
14.0,-0.0051682925694730006,-0.019796469498099996,1.4136765385290002,-2.389675293256e-08
15.0,-0.005536779897466001,-0.021210102430799998,1.4135973855539998,-2.985333739822001e-08
16.0,-0.005905150894545999,-0.02262365218057,1.413512863231,-3.678104684897e-08
17.0,-0.006273400976254,-0.02403711310709,1.413422989835,-4.476529844447e-08
18.0,-0.006641525644723001,-0.0254504795531,1.413327784795,-5.3893073214590005e-08
19.0,-0.007009520491747,-0.02686374584383,1.413227268707,-6.425270198226e-08
20.0,-0.007377381201757999,-0.028276906286299995,1.4131214633170002,-7.59336449322e-08
21.0,-0.00774510355469,-0.02968995516849,1.413010391487,-8.902626514197e-08
22.0,-0.008112683428769998,-0.031102886758890003,1.412894077199,-1.0362159641170001e-07
23.0,-0.008480116803186001,-0.03251569530589,1.4127725455199998,-1.1981110573137004e-07
24.0,-0.008847399760657999,-0.03392837503719,1.412645822594,-1.3768645073108996e-07
25.0,-0.009214528489918997,-0.035340920159349996,1.412513935622,-1.5733923248669997e-07
26.0,-0.009581499288088,-0.036753324857399995,1.4123769128339998,-1.7886074401960003e-07
27.0,-0.009948308562877001,-0.03816558329443,1.4122347834820002,-2.0234171488540007e-07
28.0,-0.010314952834803999,-0.03957768961121001,1.412087577802,-2.2787205222320003e-07
29.0,-0.010681428739231998,-0.04098963792596,1.411935327,-2.555405786368e-07
30.0,-0.011047733028247,-0.04240142233412,1.411778063237,-2.8543476731510003e-07
31.0,-0.011413862572480001,-0.04381303690817,1.411615819586,-3.1764047477160006e-07
32.0,-0.011779814362870001,-0.04522447569752,1.411448630027,-3.5224167159310005e-07
33.0,-0.012145585512289999,-0.04663573272844,1.4112765294169998,-3.893201716303e-07
34.0,-0.012511173256869998,-0.04804680200401,1.411099553452,-4.2895535997820007e-07
35.0,-0.01287657495759,-0.0494576775043,1.410917738663,-4.712239202051e-07
36.0,-0.01324178810129,-0.05086835318638,1.41073112237,-5.161995612099002e-07
37.0,-0.01360681030211,-0.05227882298448,1.4105397426609998,-5.639527440998998e-07
38.0,-0.013971639302300002,-0.05368908081036,1.410343638378,-6.145504095251e-07
39.0,-0.014336272973229999,-0.05509912055342,1.4101428490710002,-6.680557058525002e-07
40.0,-0.014700709316150001,-0.056508936081109996,1.4099374149800004,-7.245277186085002e-07
41.0,-0.015064946463030002,-0.05791852123954001,1.409727377,-7.840212015598999e-07
42.0,-0.015428982677,-0.05932786985355,1.4095127766619997,-8.465863098670999e-07
43.0,-0.015792816352949997,-0.06073697572772,1.409293656096,-9.122683356819996e-07
44.0,-0.01615644601784,-0.06214583264650999,1.409070058003,-9.811074466079997e-07
45.0,-0.01651987033091,-0.06355443437529,1.4088420256290002,-1.0531384274005999e-06
46.0,-0.0168830880841,-0.06496277466083002,1.4086096027319999,-1.1283904253044998e-06
47.0,-0.017246098201760002,-0.06637084723213002,1.408372833555,-1.2068866993844996e-06
48.0,-0.01760889974088,-0.06777864580134,1.408131762797,-1.2886443743131996e-06
49.0,-0.017971491890770002,-0.06918616406446002,1.407886435567,-1.3736741988305e-06
50.0,-0.01833387397291,-0.07059339570251,1.4076368973839999,-1.4619803094224e-06
51.0,-0.018696045440580004,-0.07200033438237,1.407383194122,-1.5535599994898998e-06
52.0,-0.01905800587832,-0.07340697375794,1.407125371986,-1.6484034943016995e-06
53.0,-0.01941975500152,-0.07481330747123001,1.4068634774900002,-1.7464937322373001e-06
54.0,-0.01978129265562,-0.07621932915351001,1.4065975574149998,-1.8478061525897003e-06
55.0,-0.0201426188155,-0.07762503242653,1.4063276587859999,-1.9523084900692005e-06
56.0,-0.020503733584560004,-0.07903041090386001,1.4060538288409998,-2.0599605768146004e-06
57.0,-0.02086463719378,-0.08043545819213001,1.4057761149999997,-2.1707141516948e-06
58.0,-0.021225330000750005,-0.08184016789249,1.405494564839,-2.2845126775363997e-06
59.0,-0.02158581248848,-0.08324453360197,1.405209226052,-2.4012911665133e-06
60.0,-0.02194608526423,-0.08464854891493001,1.404920146432,-2.5209760140080994e-06
61.0,-0.022306149058190002,-0.08605220742463002,1.4046273738389998,-2.6434848411006006e-06
62.0,-0.022666004722120003,-0.08745550272479,1.404330956159,-2.7687263462512e-06
63.0,-0.02302565322782,-0.08885842841106,1.404030941299,-2.896600166022601e-06
64.0,-0.023385095665600004,-0.09026097808283001,1.40372737714,-3.0269967456228e-06
65.0,-0.023744333242660003,-0.09166314534475001,1.4034203115139998,-3.1597972189906996e-06
66.0,-0.02410336728118,-0.09306492380841999,1.4031097921780002,-3.2948732991153996e-06
