order,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59
0,0.00556402818772,0.0343737564827,0.0188620015981,0.0401938242152,0.00846815618918,-0.189344703246,-0.225660116977,-0.0772336527098,-0.226253297066,-0.30284159304,-0.20737590237,-0.09559907214,-0.152418134497,-0.405937161501,0.215187059215,0.413894470943,0.160094170715,0.322940097589,0.392640121976,0.421508796681,-0.659178493062,-0.112127048834,0.182337840845,-0.283748264563,-0.00749972813194,-0.100126342713,-0.0811407942118,-0.0704338001573,0.260772028805,0.345769210276,0.214906704959,-0.276983057434,0.420806556918,0.648185791868,0.169302709463,0.162308759738,-0.536433820858,-0.648730679602,0.735150070999,0.257624986881,0.337843843826,-0.103533236879,-0.27275386465,-0.250558420031,-0.27149700636,-0.125106100519,-0.795416677655,-0.887597355136,0.664773690727,0.784087451297,-0.343842936178,-0.635329048121,-1.46651074224,-0.464063788706,-0.0712338053444,-0.974540503865,-0.58098834384,0.0531743828535,0.381081800698,1.73802494049,-0.895489338613,-2.39444582056,0.0364340985296,-1.40841530555,-2.53150550043,6.80257573091,-2.94433566388,0.97681343061,-1.71193964946,-0.968862620152,0.913110475235,-1.97653155637,-1.62545233322,-0.122938281522,-4.11513875761,-0.0936021421606,-1.64169242679,1.02834403879,-0.647481937741,1.96302851431,1.24609448297,1.0299812758,0.462311560374,-0.38857935189,0.935451889428,-2.56966332182,-0.902392274746,0.204863029661,0.626293438153,4.12793670858,-1.3344208177,-0.158367025127,-1.47560310255,1.72391120219,0.70535662414,-1.72414679348,1.37649074846,-1.0970313026,-0.288608717992,1.79545095664,-1.96902838977,-0.787315737916,0.897906450059,0.38348813718,1.70300942509,0.757944156493,0.436782172619,1.17973404782,-0.655255855409,0.609818110079,0.202533197112,0.491959411717,0.912776718013,-0.457926007808,-0.331717581657,-1.19818670995,0.987806089768,1.9371222901,-1.41713544444,0.782790130728
1,0.0501541408605,-0.0395370174567,-0.0762461392762,-0.127822357074,-0.11701273368,0.200177304426,-0.174093943215,-0.220180857959,-0.3128447795,-0.306300623922,-0.177221955121,-0.319682232569,-0.358788904054,-0.258084350322,-0.00881179690875,0.237125897788,0.135427517111,0.369841623703,0.35038792648,0.612919806885,-0.406856476071,-0.129655625905,0.128921660305,-0.188778000006,0.0616412695648,-0.320498332744,-0.159631881544,0.0132827076585,0.195654297313,0.602840440669,-0.032070563213,-0.2556223305,0.172116439106,0.654883377265,0.162180528372,0.0226327827124,-0.384631487447,-0.747315555675,0.646552777622,0.377409649864,0.136302779781,-0.193597849021,-0.177956236266,-0.196565250068,-0.0815862558796,-0.0278216609926,-0.728373571186,-0.76321227114,0.607055211345,0.833843001843,-0.335872047521,-0.592254012646,-1.35487395541,-0.516516907922,-0.114109177311,-1.08570198748,-0.483040927517,0.248912388863,0.23665411985,1.81385219926,1.93089916996,1.16783542491,-2.22004130974,-1.5302447444,1.52417667913,-1.55010462133,4.47451753859,-3.27658697297,0.00829911457737,0.808370498799,-0.768853440458,-2.08445420084,-2.06469104816,2.70492053257,-0.226705068248,-3.33832237821,1.06045386636,-0.239472282444,0.0802409752141,1.32537733455,3.26118345343,-1.13566607379,-1.38898611532,2.1795781463,0.545417166769,-1.68405102657,-0.742335943551,1.40172135734,-1.94183687469,0.931957857872,-3.51468080124,0.565700300602,-3.3500444711,-1.51590100564,-0.88219867576,-1.03775338256,1.60062795603,-0.780108222112,-1.45067982825,0.538474573561,-1.95953405023,-0.94070587761,0.965838004954,0.672668565752,2.05617399795,1.18189845556,0.893180481834,1.29798901727,-0.497007642417,0.374757357078,-0.0447222070392,0.370698249171,1.31127136662,-0.585074806794,-0.527611873292,-1.01994245211,0.964068146337,1.97158576859,-1.46863501482,0.73396699776
2,0.11741487151,-0.185604211954,-0.182587764808,-0.141776848257,0.0399987307328,-0.156410804379,0.16122346692,-0.352587875921,-0.296016889156,-0.218181635351,-0.351934470907,-0.470721597395,-0.458287158532,-0.0238288887668,0.0624900634473,-0.113686779394,0.270564440388,0.300808185456,0.421268481872,0.604328287915,-0.128725900633,-0.252031611074,-0.0243090734203,0.0937933731644,0.130067950379,-0.416773562167,-0.243891200601,0.17645256312,-0.0921917271964,0.558129806976,-0.441530371579,-0.17402470513,-0.202859632471,0.386591026843,0.00493096713526,-0.04692626744,-0.229260360955,-0.785456689922,0.457345264376,0.360198183163,-0.0365241174154,-0.277236700692,-0.085766714548,-0.121694502713,0.131448436781,0.109154871552,-0.620056584707,-0.629907473164,0.565319551368,0.857498784761,-0.352752700968,-0.560811469121,-1.20638026287,-0.579715410506,-0.177009629419,-1.17763426438,-0.389549583174,0.446277798138,0.0879198545174,1.88486428523,0.00272948211204,-2.86620869612,0.116177042311,1.55655353385,-0.721319922656,-1.99825440087,-0.842765063548,2.11726949044,0.129613470102,0.365786889653,-2.23086945898,-0.913697497094,0.449279342641,1.15966166854,0.792568995462,-2.68991081903,0.932863921217,-0.813319623852,1.1459749019,-1.64097706085,1.80390609531,-0.835531244927,-1.21601598327,3.07402564063,0.964468740211,-0.219438057098,-0.987157626808,1.62600747157,-3.48057854182,-1.51614785049,-4.32811921482,0.989132751733,-3.85710105279,-3.53303854223,-2.11887396626,-0.397628391921,1.44258179196,0.107547592877,-2.24748584448,-0.870631754,-1.42921352983,-0.665748343044,0.850165813954,0.792694080558,2.16202658955,1.54219885161,1.25167063722,1.35901944727,-0.340308112072,0.0935998360495,-0.290874443491,0.260702255797,1.64618307472,-0.671420860308,-0.731067036692,-0.814892339927,0.899121772436,1.96966000046,-1.50319045514,0.686521045691
3,0.243261237316,-0.144392455636,-0.152763479143,-0.0448209922429,-0.208095048288,-0.0777865615057,-0.281790121487,0.0251310060601,-0.223537449887,-0.308636281597,-0.513457354745,-0.500013479423,-0.28924270019,-0.0824569694508,0.0424444044935,-0.167590690743,0.228009290221,0.265842507404,0.506723685894,0.324530869819,-0.0836306887385,-0.237491368917,-0.0402849544944,0.353693466392,0.26917476351,-0.379718631738,-0.35496502024,0.29071952258,-0.419662883946,0.380021568317,-0.819449730044,-0.0757343770605,-0.537677726704,0.0224071002788,-0.222345830606,-0.0702708644031,-0.106720900442,-0.711493609847,0.217177237928,0.212921392308,-0.141068504763,-0.315901450292,-0.012391621084,-0.0448364964615,0.34253620342,0.276589268234,-0.483191120418,-0.493140393796,0.538032193271,0.85221118556,-0.393268659265,-0.539495579084,-1.02843197104,-0.649209066855,-0.260325009031,-1.24806135557,-0.304483851789,0.641641740365,-0.0634082264486,1.9512085634,0.7444125724,1.87811409086,1.10155974881,-1.31467841338,-1.83205338262,0.995320313794,-4.56485281465,2.78277875168,1.70610608305,-2.00404487669,-0.677184460267,0.408638994961,2.34483235493,-1.93100067393,-1.13204954,1.66048541992,-1.78999153694,0.217465905079,0.149876598385,-3.46909699002,-0.740132426971,1.14912483581,1.07038981449,1.88214357904,1.7930283908,0.790556054511,-1.16146703904,0.463440427694,-2.66771350204,-1.62666543108,-2.85006071216,0.886039589684,-2.54838532168,-3.36977732936,-2.20531256515,-0.147191799411,0.973124803122,1.41705617637,-2.44818666929,-1.99405557194,-0.646438826773,-0.0685397071621,0.601567139978,0.709659107238,2.02071971974,1.78187788958,1.45630101791,1.36803091174,-0.212306143899,-0.198151555242,-0.51369567291,0.169165709899,1.89742687672,-0.7101219103,-0.934559084555,-0.591295053072,0.796190221298,1.9316768601,-1.52048112916,0.640638550043
4,0.0236348295237,-0.106513327704,-0.0834246133481,-0.271390609747,-0.179534560793,-0.283390802415,-0.272022801485,-0.0943769518308,-0.0465490541796,-0.463373654932,-0.488844142789,-0.376208346409,-0.132441483529,-0.2516931062,-0.0494597486775,0.1028383099,0.00910847794897,0.308924133681,0.398393781678,0.0239304965307,-0.194128383367,-0.0735816730434,0.172126998728,0.458890496446,0.463548048909,-0.303436726381,-0.451419573558,0.249491316157,-0.566580548382,0.298129459588,-0.953963977244,-0.0116609147728,-0.667280644067,-0.222260622675,-0.395513590825,-0.0904818815331,-0.0364868780363,-0.499958264689,-0.0117177325552,-0.0175814185153,-0.16809707326,-0.286781286634,0.0329021090259,0.0135315386297,0.528644715519,0.459848575612,-0.335126130889,-0.357907817921,0.52113426235,0.818666563956,-0.453989570244,-0.526201408139,-0.83018214678,-0.72003844883,-0.363637310079,-1.29557734261,-0.231434351641,0.831447241752,-0.215599222075,2.01304901255,-3.18553387831,0.955600269438,-1.54491051688,-0.794423558412,0.608641897593,-3.73120922527,3.81932456295,-4.19679177022,0.548026198885,-0.132021735908,1.0027026559,1.97067371551,0.308557032231,-0.696816559175,0.0324068876764,2.82375487564,-1.81999834736,0.25220869537,-2.34147828815,-2.06468371854,-0.951296895134,1.67654552545,2.85714409217,0.343164863357,1.89493357639,0.50042929076,-0.614994006284,-1.26957746573,-0.130774449755,0.165013833406,0.312521522018,0.346862410626,0.0921593437937,-1.29106903847,-1.09946104613,-0.309454692993,0.450954455548,2.78587095822,-2.03909184116,-2.49360052917,0.0700173056352,0.652900778084,0.303729743997,0.426804201513,1.67201809536,1.85169545768,1.47195648963,1.3287502619,-0.135778322085,-0.466139037738,-0.691546293572,0.100857576405,2.0502517031,-0.697907391067,-1.12950137343,-0.358233966883,0.659602036214,1.85873660395,-1.52046475253,0.596465380376
5,-0.0808103663302,0.0343148399067,-0.203770716923,-0.172077450146,-0.327051922077,-0.356663941304,-0.0898622358548,-0.382908550512,-0.275182764571,-0.289139107221,-0.320894981532,-0.174320230223,-0.210119875442,-0.185224853591,0.114371313551,0.258047156026,-0.0174355830169,0.241323641021,0.0845541639394,-0.0498611603366,-0.197653746344,0.00846441933297,0.446831842215,0.466900214245,0.607641725565,-0.314100000367,-0.451073550989,0.0629174405468,-0.455315165453,0.409403665521,-0.760210915494,-0.00947017448446,-0.515090370837,-0.21569918168,-0.425217516242,-0.136813140135,-0.00702485590281,-0.167591619416,-0.176855362686,-0.260278428087,-0.137958323451,-0.188528160657,0.0496405971221,0.0352725897668,0.672365762647,0.64019977666,-0.195383606886,-0.228958954721,0.508640410069,0.760752552226,-0.529452584139,-0.518469082974,-0.621954187657,-0.787108821567,-0.48563005222,-1.31971041101,-0.173510762959,1.01228402978,-0.366931762542,2.07056215704,0.670553049944,-0.719716831153,2.08608231353,0.689144603709,-2.37020247391,2.73212393907,-2.00544358916,-0.316932482178,-4.49897301146,2.83519119612,2.44204757908,1.6058458485,-1.26226378391,1.54811271782,2.95349674257,0.104455921512,1.44070988091,-1.78904944622,-3.51623047445,0.447674968976,1.00238380106,-0.337968597438,2.23052663554,0.0646744403822,0.834499678498,-0.781361336699,0.705083250217,-2.24319259684,2.13367498156,1.85280500802,3.37871936354,-0.285813501733,2.85276679581,1.38026148785,0.507415632317,-0.608587810585,0.210227984302,3.75945424992,-1.22089350213,-2.23568927624,0.464764891346,1.27985626197,0.0435787952144,-0.0124021674098,1.18664359766,1.7205424558,1.29110541925,1.24232161353,-0.126006919537,-0.681342118166,-0.805804254714,0.0581270526911,2.09611259909,-0.635365899542,-1.30657432386,-0.125242303637,0.494615835552,1.75266432096,-1.50337307689,0.554106562748
6,0.0910886102537,-0.0645633105954,0.0452740103678,-0.205194497178,-0.282471961685,-0.136955450499,-0.446429760664,-0.332856615613,-0.584815269752,-0.128010726027,-0.025573842204,-0.0997995948515,-0.253548356959,-0.0964215872544,0.392654569207,0.199872783087,0.217956971162,-0.0200423864303,-0.216359564057,0.0342459177068,-0.0309660496143,-0.146763511477,0.569507209127,0.504878981277,0.621748956533,-0.445789194885,-0.311391374932,-0.149242833552,-0.206664431834,0.600397011931,-0.340888511505,-0.0603277865758,-0.137974515098,0.0187624473667,-0.309796639995,-0.204850133554,0.0227721956174,0.226213940973,-0.253270458251,-0.442696547122,-0.0896972166855,-0.0397314146459,0.0449633024609,0.00844480734561,0.764326479475,0.797077083903,-0.0827309519037,-0.111055157032,0.493515281717,0.684845944288,-0.61257402468,-0.513716909197,-0.414595361061,-0.845578401697,-0.624035465281,-1.32094777674,-0.133258691806,1.18095815085,-0.515720981915,2.12393298893,2.05363624856,0.851857565947,-0.793104655041,0.384076591057,3.52570474659,-0.494357648051,-2.5357356693,-0.491368140192,-0.00143677130909,-0.291391800775,2.90183146525,0.0637010046746,0.740645653824,-0.402939482708,1.77946403985,-0.572769559557,2.47814131858,-2.99467753991,-2.14914086401,0.718184805991,1.90304081268,-2.51214444646,0.1936232634,0.733366392512,-0.474227337043,-1.65163241846,1.98628995152,-1.76357858385,2.45653517494,1.55397077257,4.60923663451,-0.67215589511,4.39608489389,3.02302625395,1.65343561071,-0.694383007268,0.476678022488,3.96996992787,-0.323855815008,-1.32361677485,0.428905092368,1.64243896368,-0.11773246442,-0.529032295247,0.651822160136,1.38403965966,0.936410258504,1.10750487192,-0.188392123218,-0.823473671483,-0.842989076489,0.0411090669207,2.0331139711,-0.526942890121,-1.4561493972,0.0981016286671,0.3072192179,1.61595007139,-1.46970244123,0.513626521492
7,0.0395243051445,-0.11124575908,-0.208905432342,-0.0149701071056,0.028704662983,-0.364382929937,-0.425017750451,-0.534623665955,-0.300561314671,-0.252740615358,0.0950289062019,-0.075330914804,-0.10246630683,-0.267779401285,0.395626600628,0.242329537837,0.329544746943,-0.250010430411,-0.314195349557,0.0145220266697,0.0892241370364,-0.407763373943,0.519163412851,0.59510725407,0.546855721501,-0.588453259462,-0.0906077766061,-0.256606066345,-0.0298273275826,0.645060674284,0.0811730748379,-0.13163178098,0.296874633557,0.320009347297,-0.131651611942,-0.263049623298,0.104356472042,0.596512566965,-0.250134804121,-0.512886867394,-0.0645486255921,0.128507503507,0.0300167004249,-0.0697418957507,0.803978594572,0.911030215965,-0.0122337004612,-0.00914311964279,0.468737390395,0.598818806834,-0.695247135583,-0.509446534444,-0.218808238033,-0.891231721866,-0.775628046937,-1.30071935616,-0.112597605784,1.3345548754,-0.660344302683,2.17335094748,-2.32831702784,-2.47983045996,-0.8621595086,1.78897585389,0.589779350143,-1.63579708486,1.66797370867,-1.92921525324,3.84002135743,-0.967277044866,-1.08537657391,0.774696169906,1.66489132656,-2.38822007677,-1.46554392789,1.45069101279,-0.648857406134,-1.1569216817,0.136765250669,-1.25653859634,0.146574889648,-2.22374795457,-0.901608832889,0.885341035323,-0.808056650804,-0.899204519854,2.19239063777,-0.312866026179,0.864601404156,-0.929836426504,3.48027071974,-0.699126625098,3.95711459705,2.64128092098,1.71135405614,-0.412860118885,1.21426979047,3.29455529481,0.322224370874,-0.0510102203145,0.0266756781412,1.66502104562,-0.162934410713,-1.02179948782,0.153845551305,0.869242953098,0.458448034035,0.922181061699,-0.317143919881,-0.883160834508,-0.796321420266,0.048066913264,1.86600844618,-0.380646608718,-1.56878884744,0.302591768249,0.103909814442,1.45167488994,-1.42019952008,0.475049979694
8,0.0734209015193,-0.0376156556491,-0.0278737967828,-0.0823016753242,-0.207546094809,-0.236777674995,-0.356602642543,-0.412012917375,-0.150720456484,-0.18407967001,-0.182214930955,0.0241559102551,-0.0331927348249,-0.403238838385,0.234198367283,0.39608748699,0.117080944374,-0.221324147646,-0.230240270603,-0.180186544194,-0.0169044892129,-0.521579901474,0.44766302729,0.64384644504,0.495059916463,-0.579408906109,0.0810491359006,-0.218355745717,-0.0430383424167,0.396857629343,0.30810541563,-0.192189433874,0.594020669921,0.484684120299,-0.00181823381128,-0.280652124247,0.270735310855,0.861518481989,-0.20432358787,-0.453584492116,-0.0898823645252,0.282780440486,0.0153456680667,-0.191631618935,0.798640883156,0.966881299987,0.00721813907814,0.0716757826239,0.428428361576,0.510899121779,-0.769059465756,-0.503409712577,-0.0445039662374,-0.920809735783,-0.936270831296,-1.26133985505,-0.112781201578,1.47049359925,-0.799265572358,2.21900602032,2.02593507829,3.69047534347,2.70719998235,-2.62407067136,-3.56102827989,2.84997118837,0.0265012115621,4.309030979,-1.04152516576,1.88427433073,-3.26476831146,0.570614483146,-0.503629235212,0.316861893836,-1.03777108557,0.881196211127,-2.98308034931,1.54592111533,1.26114782341,-2.17287944316,-2.04124915277,0.0759673429734,-0.328751603186,-0.0450385839614,-0.14531082548,1.18631994822,1.05953158712,0.955610908837,-0.998953007831,-3.91973357025,0.965522882399,-0.488665850673,1.76730916639,0.42771546693,0.76310095895,0.0636484400019,2.0995994949,1.91951688782,0.509960462685,1.20234762906,-0.539155234613,1.37548983715,-0.120113805197,-1.38671198463,-0.238809187656,0.233925481938,-0.0713990288202,0.685845428354,-0.495317444619,-0.862643960725,-0.666532970358,0.0758071339292,1.60576608166,-0.207482018111,-1.63579530526,0.479805365163,-0.108532946594,1.26342514283,-1.35584269486,0.438363485987
9,-0.0939977120001,0.0313321869203,0.0165654742133,-0.239827117536,-0.329695012841,-0.178873579633,-0.183992964608,0.00399435019402,-0.256167628171,-0.097372032321,-0.315798323314,-0.0812836419308,-0.161886136618,-0.208244073371,0.239497354169,0.312389964922,-0.119123867347,-0.0229216759205,-0.109654767748,-0.309336008327,-0.232626696819,-0.416280466854,0.460356465915,0.581596879956,0.508272623804,-0.363267120731,0.104652344818,-0.0992184096558,-0.175588303206,-0.0792385303963,0.285397392277,-0.227223757054,0.629319039637,0.386230772191,0.0109354814694,-0.256985858436,0.513222823279,0.971414057229,-0.164225271004,-0.284643977028,-0.169070456725,0.396695005121,0.00697671736278,-0.339963592169,0.761032438122,0.956510394933,-0.025533166222,0.126450908446,0.368905189761,0.428539718233,-0.826049636087,-0.493732416586,0.0997815485024,-0.932271303896,-1.10101779401,-1.20591087471,-0.134380695894,1.58657371066,-0.931057139239,2.26108502682,-4.27215877602,-1.5460655456,-2.69369700754,0.530348487701,1.50828711049,-1.95731745396,3.74735774966,2.30910563764,0.437648380667,-0.925701698974,1.02758649913,-2.77069988862,-1.60281685104,2.90779224781,0.795520586073,-2.61571382138,-1.16308687558,1.93371142396,1.01397881548,0.0655828177984,-1.77327002595,1.71768180935,0.45487879247,-1.10802887852,0.240429809883,2.9150250223,-0.557321963116,1.2488765222,-1.291890155,-5.16359798124,-1.23349131149,-0.208372283927,-1.04206342317,-2.35328374699,-0.48070120003,0.342191501341,2.65612150537,0.277206681388,0.221460810419,2.09368706745,-1.00697135657,0.87964981951,-0.048007290839,-1.53931796768,-0.488225294738,-0.440130579892,-0.571945714189,0.40249176077,-0.696326827737,-0.774915755008,-0.461838277026,0.12010908736,1.26875609693,-0.0206527017288,-1.64977917469,0.622488330678,-0.323276618565,1.05519795013,-1.27781955664,0.403517524469
