time,rho00re,rho00im,rho01re,rho01im,rho10re,rho10im,rho11re,rho11im,totalpop,sigmaz
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0010000000000000005,0.9999990000010005,0.0,2.5731125971775e-07,0.0009999974254500002,2.5731125971775e-07,-0.0009999974254500002,9.999987127231499e-07,0.0,1.0,0.999998000003
0.002000000000000001,0.9999960000205499,0.0,1.02930004377625e-06,0.0019999794046045,1.02930004377625e-06,-0.0019999794046045,3.999979404186001e-06,0.0,1.0,0.9999920000411502
0.003000000000000001,0.9999910001043,0.0,2.3160345185509996e-06,0.0029999304957189997,2.3160345185509996e-06,-0.0029999304957189997,8.999895738966503e-06,0.0,1.0,0.9999820002085
0.004000000000000002,0.9999840003296002,0.0,4.117563632133999e-06,0.003999835265457,4.117563632133999e-06,-0.003999835265457,1.5999670505934995e-05,0.0,1.0,0.9999680006589001
0.005000000000000001,0.9999750008044002,0.0,6.4339170032495e-06,0.004999678292679501,6.4339170032495e-06,-0.004999678292679501,2.499919563883e-05,0.0,1.0,0.99995000160865
0.006000000000000002,0.99996400166775,0.0,9.265104821393502e-06,0.005999444172229,9.265104821393502e-06,-0.005999444172229,3.5998332244509984e-05,0.0,1.0,0.9999280033355502
0.007000000000000004,0.9999510030894502,0.0,1.2611117758275e-05,0.006999117518698498,1.2611117758275e-05,-0.006999117518698498,4.8996910638615e-05,0.0,1.0,0.9999020061786
0.008000000000000004,0.9999360052696998,0.0,1.6471926890449994e-05,0.007998682970197499,1.6471926890449994e-05,-0.007998682970197499,6.399473038886e-05,0.0,1.0,0.9998720105391999
0.009000000000000001,0.9999190084395501,0.0,2.0847483633405004e-05,0.0089981251921015,2.0847483633405004e-05,-0.0089981251921015,8.0991560365805e-05,0.0,1.0,0.9998380168793
0.010000000000000002,0.9999000128611998,0.0,2.5737719686940005e-05,0.0099974288807785,2.5737719686940005e-05,-0.0099974288807785,9.9987138801165e-05,0.0,1.0,0.9998000257224499
0.011000000000000003,0.9998790188266999,0.0,3.1142546991735e-05,0.010996578767319999,3.1142546991735e-05,-0.010996578767319999,0.00012098117335349997,0.0,1.0,0.9997580376533
0.012000000000000004,0.9998560266587999,0.0,3.706185769768e-05,0.011995559621180001,3.706185769768e-05,-0.011995559621180001,0.00014397334118119998,0.0,1.0,0.9997120533176499
0.013000000000000006,0.9998310367112,0.0,4.3495524143349995e-05,0.012994356253935002,4.3495524143349995e-05,-0.012994356253935002,0.00016896328902335004,0.0,1.0,0.9996620734219501
0.014000000000000007,0.9998040493667002,0.0,5.0443398847135e-05,0.013992953522855001,5.0443398847135e-05,-0.013992953522855001,0.00019595063328694995,0.0,1.0,0.9996080987334001
0.015000000000000008,0.9997750650399,0.0,5.7905314510010004e-05,0.01499133633452,5.7905314510010004e-05,-0.01499133633452,0.0002249349601423,0.0,1.0,0.9995501300797498
0.016000000000000007,0.99974408417445,0.0,6.5881084029805e-05,0.01598948964844,6.5881084029805e-05,-0.01598948964844,0.00025591582562545,0.0,1.0,0.9994881683486501
0.017000000000000008,0.9997111072442498,0.0,7.437050052741e-05,0.01698739848053,7.437050052741e-05,-0.01698739848053,0.00028889275574704997,0.0,1.0,0.99942221448855
0.018000000000000002,0.99967613475345,0.0,8.337333738473501e-05,0.017985047906730004,8.337333738473501e-05,-0.017985047906730004,0.00032386524660925,0.0,1.0,0.99935226950675
0.019000000000000003,0.9996391672353496,0.0,9.288934829474e-05,0.018982423066334998,9.288934829474e-05,-0.018982423066334998,0.0003608327645285,0.0,1.0,0.9992783344711
0.020000000000000004,0.9996002052537498,0.0,0.00010291826732354501,0.019979509165535002,0.00010291826732354501,-0.019979509165535002,0.00039979474616645,0.0,1.0,0.99920041050775
0.021000000000000005,0.9995592494014002,0.0,0.00011345980898455,0.02097629148073,0.00011345980898455,-0.02097629148073,0.00044075059866665,0.0,1.0,0.9991184988026502
0.022000000000000006,0.9995163003001499,0.0,0.00012451366832620002,0.021972755361915,0.00012451366832620002,-0.021972755361915,0.00048369969979864994,0.0,1.0,0.9990326006004502
0.023000000000000007,0.9994713586018499,0.0,0.00013607952103,0.02296888623586,0.00013607952103,-0.02296888623586,0.0005286413981078501,0.0,1.0,0.9989427172037999
0.024000000000000007,0.9994244249868001,0.0,0.00014815702352385002,0.023964669609459997,0.00014815702352385002,-0.023964669609459997,0.0005755750130735,0.0,1.0,0.9988488499739498
0.025000000000000005,0.9993755001647999,0.0,0.00016074581310680002,0.024960091072795,0.00016074581310680002,-0.024960091072795,0.0006244998352707999,0.0,1.0,0.99875100032935
0.026000000000000013,0.99932458487345,0.0,0.00017384550808770003,0.025955136302360005,0.00017384550808770003,-0.025955136302360005,0.0006754151265405499,0.0,1.0,0.99864916974695
0.027000000000000014,0.9992716798798,0.0,0.00018745570793615002,0.026949791063950002,0.00018745570793615002,-0.026949791063950002,0.0007283201201665,0.0,1.0,0.9985433597597
0.028000000000000014,0.9992167859790001,0.0,0.00020157599344835004,0.02794404121583499,0.00020157599344835004,-0.02794404121583499,0.0007832140210548998,0.0,1.0,0.99843357195795
0.029000000000000015,0.9991599039941,0.0,0.000216205926926,0.028937872711499994,0.000216205926926,-0.028937872711499994,0.0008400960059237501,0.0,1.0,0.9983198079881002
0.030000000000000016,0.9991010347764501,0.0,0.00023134505236835001,0.02993127160264001,0.00023134505236835001,-0.02993127160264001,0.0008989652234959501,0.0,1.0,0.9982020695529501
0.031000000000000017,0.99904017920525,0.0,0.0002469928956798501,0.030924224041850003,0.0002469928956798501,-0.030924224041850003,0.0009598207946977001,0.0,1.0,0.99808035841055
0.032000000000000015,0.9989773381871,0.0,0.00026314896488975007,0.03191671628536501,0.00026314896488975007,-0.03191671628536501,0.0010226618128645,0.0,1.0,0.99795467637435
0.033000000000000015,0.9989125126561001,0.0,0.0002798127503889,0.032908734695645,0.0002798127503889,-0.032908734695645,0.0010874873439475,0.0,1.0,0.9978250253120503
0.034000000000000016,0.99884570357325,0.0,0.0002969837251782,0.033900265743979995,0.0002969837251782,-0.033900265743979995,0.0011542964267354998,0.0,1.0,0.9976914071464501
0.03500000000000002,0.9987769119268497,0.0,0.00031466134513215006,0.03489129601293,0.00031466134513215006,-0.03489129601293,0.00122308807307,0.0,1.0,0.9975538238538999
0.036000000000000004,0.9987061387318998,0.0,0.00033284504927775003,0.03588181219873,0.00033284504927775003,-0.03588181219873,0.0012938612680634999,0.0,1.0,0.9974122774638001
0.037000000000000005,0.9986333850296999,0.0,0.0003515342600872,0.03687180111358499,0.0003515342600872,-0.03687180111358499,0.0013666149703474998,0.0,1.0,0.99726677005945
0.038000000000000006,0.99855865188765,0.0,0.00037072838378375,0.037861249687809996,0.00037072838378375,-0.037861249687809996,0.001441348112288,0.0,1.0,0.99711730377545
0.03900000000000001,0.9984819403998502,0.0,0.00039042681066439995,0.0388501449721,0.00039042681066439995,-0.0388501449721,0.0015180596002374999,0.0,1.0,0.9969638807995
0.04000000000000001,0.9984032516852501,0.0,0.00041062891543365,0.039838474139475,0.00041062891543365,-0.039838474139475,0.0015967483147620004,0.0,1.0,0.9968065033702999
0.04100000000000001,0.9983225868890498,0.0,0.00043133405755265005,0.04082622448721,0.00043133405755265005,-0.04082622448721,0.0016774131109119998,0.0,1.0,0.9966451737781001
0.04200000000000001,0.9982399471814499,0.0,0.00045254158160194997,0.04181338343874,0.00045254158160194997,-0.04181338343874,0.0017600528184455,0.0,1.0,0.9964798943631502
0.04300000000000001,0.9981553337578999,0.0,0.00047425081765689993,0.04279993854542,0.00047425081765689993,-0.04279993854542,0.0018446662421000002,0.0,1.0,0.9963106675158002
0.04400000000000001,0.9980687478382,0.0,0.00049646108167575,0.043785877488145004,0.00049646108167575,-0.043785877488145004,0.0019312521618474999,0.0,1.0,0.9961374956762998
0.04500000000000001,0.9979801906668497,0.0,0.00051917167590015,0.04477118807894,0.00051917167590015,-0.04477118807894,0.0020198093331489997,0.0,1.0,0.9959603813335999
0.04600000000000001,0.9978896635126999,0.0,0.0005423818892681501,0.04575585826242999,0.0005423818892681501,-0.04575585826242999,0.002110336487224,0.0,1.0,0.9957793270255
0.047000000000000014,0.9977971676687499,0.0,0.0005660909978358,0.046739876117194996,0.0005660909978358,-0.046739876117194996,0.00220283233131,0.0,1.0,0.9955943353373501
0.048000000000000015,0.99770270445105,0.0,0.0005902982652137,0.047723229857085006,0.0005902982652137,-0.047723229857085006,0.0022972955489454997,0.0,1.0,0.9954054089020501
0.049000000000000016,0.9976062751998,0.0,0.0006150029430081,0.048705907832345005,0.0006150029430081,-0.048705907832345005,0.0023937248002250003,0.0,1.0,0.9952125503995001
