time,rho00re,rho00im,rho01re,rho01im,rho02re,rho02im,rho03re,rho03im,rho10re,rho10im,rho11re,rho11im,rho12re,rho12im,rho13re,rho13im,rho20re,rho20im,rho21re,rho21im,rho22re,rho22im,rho23re,rho23im,rho30re,rho30im,rho31re,rho31im,rho32re,rho32im,rho33re,rho33im,totalpop
0.0,1.0,0.0,-0.0004955529045798002,-0.0006248380709093,-0.0006963616524789001,-0.0002704937680005,0.0002217862124992,-0.0007833358768396,-0.0004955529045798002,0.0006248380709093,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006963616524789001,0.0002704937680005,0.0,0.0,0.0,0.0,0.0,0.0,0.0002217862124992,0.0007833358768396,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0010000000000000002,0.9988884542165998,0.0,-0.011674728099657,-0.013300511983179001,0.0015239169433414002,0.009641464459137999,-4.7121354919600144e-05,-0.0004915270598063,-0.011674728099657,0.013300511983179001,0.0007444720730913001,0.0,-0.0015867765920118,-0.00040237369209774004,-0.00020690025268668,0.00015149392112955,0.0015239169433414002,-0.009641464459137999,-0.0015867765920118,0.00040237369209774004,0.0003670737101941,0.0,0.00012876449745920002,0.00016628071269634298,-4.7121354919600144e-05,0.0004915270598063,-0.00020690025268668,-0.00015149392112955,0.00012876449745920002,-0.00016628071269634298,0.0,0.0,1.0
0.0020000000000000005,0.9967549243552998,0.0,-0.02624623430782,-0.006917012301666301,0.011246457432768999,0.013435239828568998,-0.00010404873731299988,-5.819130952670007e-05,-0.02624623430782,0.006917012301666301,0.0017668855977409996,0.0,-0.0025127406854078,-0.0015679229444805001,-0.00032595837427131994,0.0003445485882881399,0.011246457432768999,-0.013435239828568998,-0.0025127406854078,0.0015679229444805001,0.0014781900471664002,0.0,2.5037820912000016e-05,0.00019509023360305,-0.00010404873731299988,5.8191309525700005e-05,-0.00032595837427131994,-0.0003445485882881399,2.5037820912000016e-05,-0.00019509023360305,0.0,0.0,1.0
0.0029999999999999996,0.9958480543142001,0.0,-0.02223222025776,0.007244367889561,0.02087835623359,0.007591123997795,2.791103630120015e-05,-1.5547152668199956e-05,-0.02223222025776,-0.007244367889561,0.002055250475816,0.0,-0.002255994195132,-0.0019803503556136996,6.551783530629999e-05,0.00022555655570199998,0.02087835623359,-0.007591123997795,-0.002255994195132,0.0019803503556136996,0.002096695210096,0.0,-0.00033551245573117003,0.00013522360308123,2.791103630120015e-05,1.5547152668199956e-05,6.551783530629999e-05,-0.00022555655570199998,-0.00033551245573117003,-0.00013522360308123,0.0,0.0,1.0
0.004000000000000001,0.9960307043246,0.0,-0.009672354511196999,0.0061687544463356,0.02023407115887,-0.0028139994575601497,-0.00011375794354400015,0.00028962083900309994,-0.009672354511196999,-0.0061687544463356,0.0015757078163349003,0.0,-0.0009539397049482,-0.001169732091187,-8.863563718732002e-05,4.9806537927690006e-05,0.02023407115887,0.0028139994575601497,-0.0009539397049482,0.001169732091187,0.002393587859132,0.0,-7.689107590445001e-05,-7.919183007930001e-05,-0.00011375794354400015,-0.00028962083900309994,-8.863563718732002e-05,-4.9806537927690006e-05,-7.689107590445001e-05,7.919183007930001e-05,0.0,0.0,1.0
0.004999999999999999,0.9961178442055001,0.0,-0.009497222202728,-0.0035459016358833,0.012280617067698998,-0.006658388272785,-0.00011116414600960004,0.0003973378694034,-0.009497222202728,0.0035459016358833,0.0015574317722529998,0.0,0.00018667221630638999,0.00031118295303025,8.988011453696e-05,-0.0001363458287355,0.012280617067698998,0.006658388272785,0.00018667221630638999,-0.00031118295303025,0.00232472402222,0.0,-8.479333999062998e-05,-2.9927688547741e-05,-0.00011116414600960004,-0.0003973378694034,8.988011453696e-05,0.0001363458287355,-8.479333999062998e-05,2.9927688547741e-05,0.0,0.0,1.0
0.005999999999999999,0.9951380109007,0.0,-0.01712261742612,-0.005502554465015699,0.007177634642136441,-0.0024969455860263,-0.00013610970290100013,0.0005001754859725999,-0.01712261742612,0.005502554465015699,0.002358222558525,0.0,8.460711006370999e-05,0.000459383134945653,0.00027918078140246,0.00015451570518808,0.007177634642136441,0.0024969455860263,8.460711006370999e-05,-0.000459383134945653,0.002503766540705,0.0,-6.345385624349298e-05,-0.00023497466429358007,-0.00013610970290100013,-0.0005001754859725999,0.00027918078140246,-0.00015451570518808,-6.345385624349298e-05,0.00023497466429358007,0.0,0.0,1.0
0.007000000000000001,0.9949042957012999,0.0,-0.019008907677449997,0.001327054867659,0.008523548651924,0.0012223163219747001,-2.2550308968000015e-05,0.0009401645188086002,-0.019008907677449997,-0.001327054867659,0.002553542461556,0.0,-0.00016785622261585102,-9.126938670702e-05,0.0001017516116918,1.5612642336949996e-05,0.008523548651924,-0.0012223163219747001,-0.00016785622261585102,9.126938670702e-05,0.002542161837139,0.0,0.0001344504060783,-0.00031854513605819996,-2.2550308968000015e-05,-0.0009401645188086002,0.0001017516116918,-1.5612642336949996e-05,0.0001344504060783,0.00031854513605819996,0.0,0.0,1.0
0.008000000000000002,0.9950336326938001,0.0,-0.014730992925098,0.003073530254995,0.011103433529922,0.0012847148153626701,4.1956147720499965e-05,0.0011863777780037501,-0.014730992925098,-0.003073530254995,0.002436491496947,0.0,-0.00037297460660685,-5.0696737339429995e-05,1.8863652574000193e-06,-2.6147486576069982e-05,0.011103433529922,-0.0012847148153626701,-0.00037297460660685,5.0696737339429995e-05,0.002529875809201,0.0,0.00016651804932623002,-0.0001847401928886,4.1956147720499965e-05,-0.0011863777780037501,1.8863652574000193e-06,2.6147486576069982e-05,0.00016651804932623002,0.0001847401928886,0.0,0.0,1.0
0.008999999999999998,0.99522617121,0.0,-0.012942131536907004,0.0006774568992572,0.01109404987878,-0.0001584340192462001,0.0003332771927230001,0.0013339935155348601,-0.012942131536907004,-0.0006774568992572,0.002355667687781,0.0,-0.0004484122290461,0.0006574473439475099,-3.0750473267999994e-05,7.3103158495511e-05,0.01109404987878,0.0001584340192462001,-0.0004484122290461,-0.0006574473439475099,0.0024181611021239996,0.0,0.000192581675234,8.9259552658797e-05,0.0003332771927230001,-0.0013339935155348601,-3.0750473267999994e-05,-7.3103158495511e-05,0.000192581675234,-8.9259552658797e-05,0.0,0.0,1.0
