order,q0,q1,q2,q3,p0,p1,p2,p3
0.0,0.0,0.0,0.0,0.0,1.4142135623699998,0.0,0.0,0.0
1.0,-0.06183484011562,0.01787159411626,-0.01052970950941,0.0,1.0590898805309998,-0.01279691015395,0.004291554958252999,0.0
2.0,-0.029621001419174,0.004052302629141999,-0.0060851262754909995,0.0,0.4558292992417,-0.01440430176914,0.006817918516453999,0.0
3.0,-0.005873824647011001,-0.0014715434649669001,-0.0007180082996628399,0.0,0.11554322587605999,-0.0032942032443650003,0.002944306423554,0.0
4.0,-0.0007323208685080018,-0.00020268569215835,3.551549470830002e-05,0.0,0.01925221698261,-0.00017475421859973998,0.000463336710348,0.0
5.0,-0.0023954413476239985,0.00016303682080418398,-2.433965516599999e-05,0.0,0.008910382524974,-0.00016889114397911897,6.562971958000998e-05,0.0
6.0,-0.006232375635400001,4.531469037062001e-05,-0.00013963152081715202,0.0,0.004212206157059,-0.00017271269404063,3.2223170547719996e-05,0.0
7.0,-0.0030297686531060002,6.711284407399996e-06,-0.00016560590967942002,0.0,0.0054876329047579995,6.753056751309999e-05,0.00022478485549196,0.0
8.0,-0.0018774584822229996,0.00022832286551849562,-3.678944204169999e-05,0.0,0.01843781993477,-0.00021800495257750006,0.00041683118977335,0.0
9.0,0.0010553666352213012,6.581104395324997e-05,2.6548806115300024e-05,0.0,0.021326868185567,-0.00039400552729690005,0.000357553213065169,0.0
10.0,0.012646663171836001,-9.8283647375696e-05,9.534989104205e-05,0.0,0.007747135036269001,-0.0001543428722655,0.00026729885498993997,0.0
11.0,0.018732468740893002,-0.0003234781210353,0.0001919556448768,0.0,-0.006004707198505,-3.9628650564000004e-05,0.00022749137007374007,0.0
12.0,0.013071818139875072,-0.00025610006841312,9.848579812677001e-05,0.0,-0.008278613837991399,0.000213598975451409,0.00013527627704132,0.0
13.0,0.01079515260855,-4.5842039877881e-05,0.00018515095373110004,0.0,0.0003596184240549997,-9.836532876707002e-05,0.00016885290590112,0.0
14.0,0.009074399787304501,-0.00027526002435456995,0.00017165909702950005,0.0,0.011052578757823001,-0.00020602502252719997,2.4689758899429982e-05,0.0
